ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
kosop,,814,ksp,kia,{},9.91666666667,15.9166666667,Africa,,Kosop,139,False,False
kosraean,,87,kos,kos,{},5.3,163.0,Papunesia,,Kosraean,2190,False,False
kota,,149,kot,kfe,{},11.5,77.1666666667,Eurasia,,Kota,1401,False,False
kotoko,,5,ktk,aal,{},11.3333333333,15.3333333333,Africa,,Kotoko,1312,False,False
kott,,503,ktt,,{},57.0,94.0,Eurasia,,Kott,551,False,False
ko (winye),,809,kow,kst,{},11.8666666667,-2.91666666667,Africa,,Ko (Winye),548,False,False
koya,,147,koy,kff,{},17.5,81.3333333333,Eurasia,,Koya,2078,False,False
koyraboro senni,,308,kse,ses,{},16.0,0.0,Africa,,Koyraboro Senni,2432,True,True
koyra chiini,,308,kch,khq,{},17.0,-3.0,Africa,,Koyra Chiini,2352,False,False
koyukon,,262,kyn,koy,{},65.0,-155.0,North America,,Koyukon,1180,False,False
kpan,,283,kpa,kpk,{},7.58333333333,10.1666666667,Africa,,Kpan,1248,False,False
kpelle,,292,kpe,xpe,{},7.0,-10.0,Africa,,Kpelle,1958,False,False
kposo,,275,kpo,kpo,{},7.5,0.833333333333,Africa,,Kposo,707,False,False
kraho,,238,krh,xra,{},-8.0,-48.0,South America,,Krahô,1123,False,False
krenak,,240,kqq,kqq,{},-15.5,-41.0,South America,,Krenak,2670,False,False
kresh,,301,kre,krs,{},8.5,24.5,Africa,,Kresh,1804,False,False
kriol (fitzroy crossing),,331,kfc,,{},-18.1666666667,125.583333333,,,Kriol (Fitzroy Crossing),808,False,False
kriol (ngukurr),,331,knq,rop,{},-14.8333333333,135.0,Australia,,Kriol (Ngukurr),809,False,False
krongo,,198,kro,kgo,{},10.5,30.0,Africa,,Krongo,2497,True,True
krymchak,,19,kym,uzn,{},45.0,34.25,Eurasia,,Krymchak,141,False,False
kryz,,267,krz,kry,{},41.0833333333,48.0,Eurasia,,Kryz,142,False,False
ksingmul,,811,ksi,puo,{},21.0833333333,104.0,Eurasia,,Ksingmul,363,False,False
kualan,,95,kua,sdm,{},-0.416666666667,110.416666667,,,Kualan,143,False,False
kugu nganhcara,,794,knc,uwa,{},-14.4166666667,142.0,Australia,,Kugu Nganhcara,1934,False,False
kui (in india),,147,kui,kxu,{},20.0,83.5,Eurasia,,Kui (in India),1080,False,False
kui (in indonesia),,417,kiu,kvd,{},-8.43333333333,124.55,Papunesia,,Kui (in Indonesia),810,False,False
kuikuro,,119,kkq,kui,{},-12.4166666667,-53.0833333333,South America,,Kuikúro,2668,False,False
kuku,,320,kuk,bfa,{},5.83333333333,31.6666666667,Africa,,Kukú,1124,False,False
kukuyalanji,,794,kya,gvn,{},-16.0,145.0,Australia,,Kuku-Yalanji,2164,False,False
kulamanen,,513,kuz,mbt,{},7.75,125.0,Papunesia,,Kulamanen,552,False,False
kullo,,13,kul,gmo,{},6.75,37.0833333333,Africa,,Kullo,1360,False,False
kulung,,512,klg,kle,{},27.5,87.0,Eurasia,,Kulung,364,False,False
kuman,,438,kmn,kue,{},-5.91666666667,145.0,Papunesia,,Kuman,1460,False,False
kumauni,,182,kum,kfy,{},30.0,80.0,Eurasia,,Kumauni,1461,False,False
kumyk,,19,kuq,kum,{},43.0,47.3333333333,Eurasia,,Kumyk,883,False,False
kuna,,127,kun,kvn,{},8.0,-77.3333333333,South America,,Kuna,1647,False,False
kunama,,317,knm,kun,{},14.5,37.0,Africa,,Kunama,2415,False,True
kunimaipa,,435,kmp,kup,{},-8.0,146.833333333,Papunesia,,Kunimaipa,1999,False,False
kunjen,,794,kjn,kjn,{},-16.5,142.5,Australia,,Kunjen,811,False,False
kunming,,375,kug,cmn,{},25.0,102.75,Eurasia,,Kunming,812,False,False
kuot,,220,kuo,kto,{},-3.05,151.5,Papunesia,,Kuot,2025,False,False
kurdish (central),,183,krd,ckb,{},36.0,44.0,Eurasia,,Kurdish (Central),2250,False,False
kurmanji,,183,kji,kmr,{},38.0,42.0,Eurasia,,Kurmanji,1181,False,False
kurukh,,150,kur,kru,{},22.8333333333,85.5,Eurasia,,Kurukh,1462,False,False
kusunda,,221,kus,kgg,{},28.0,84.6666666667,Eurasia,,Kusunda,930,False,False
kutai,,519,kuy,vkt,{},-0.333333333333,116.666666667,Papunesia,,Kutai,144,False,False
kutchin,,262,kth,gwi,{},67.0,-146.0,North America,,Kutchin,365,False,False
kutenai,,222,kut,kut,{},49.5,-116.0,North America,,Kutenai,2482,True,True
kuuk thaayorre,,794,thy,thd,{},-14.5833333333,141.833333333,Australia,,Kuuk Thaayorre,1533,False,False
kuuku yau,,794,kuu,kuy,{},-12.5833333333,143.083333333,Australia,,Kuuku Ya'u,1402,False,False
kuvi,,147,kuv,kxv,{},18.75,82.6666666667,Eurasia,,Kuvi,1805,False,False
kwaio,,87,kwa,kwd,{},-8.95,161.0,Papunesia,,Kwaio,2221,False,False
kwakwala,,482,kwk,kwk,{},51.0,-127.0,North America,,Kwakw'ala,2137,False,False
kwamera,,87,kwr,tnk,{},-19.5833333333,169.416666667,Papunesia,,Kwamera,813,False,False
kwami,,6,kwm,ksq,{},10.4166666667,11.0,Africa,,Kwami,931,False,False
kwangali,,274,kwn,kwn,{},-18.0,19.5,Africa,,Kwangali,1724,False,False
kwaza,,223,kwz,,{},-12.5833333333,-60.6666666667,South America,,Kwaza,1249,False,False
kwerba,,224,kwb,kwe,{},-2.25,138.5,Papunesia,,Kwerba,1125,False,False
kwoma,,825,kwo,kmo,{},-4.16666666667,142.75,Papunesia,,Kwoma,2126,False,False
kwomtari,,225,kwt,kwo,{},-3.5,141.5,Papunesia,,Kwomtari,2650,False,False
kxoe,,210,kxo,xuu,{},-17.5,22.5,Africa,,Kxoe,1648,False,False
kyaka,,433,kyk,kyc,{},-5.55,144.083333333,Papunesia,,Kyaka,1690,False,False
kyirong,,389,kgy,kgy,{},28.4166666667,85.3333333333,Eurasia,,Kyirong,2613,False,False
kyuquot,,481,kyq,nuk,{},50.1666666667,-127.166666667,North America,,Kyuquot,1361,False,False
laal,,227,laa,gdm,{},10.0,17.6666666667,Africa,,Laal,1649,False,False
labu,,87,lab,lbu,{},-6.75,146.916666667,Papunesia,,Labu,2634,False,False
lacandon,,250,lac,lac,{},17.0,-91.5,North America,,Lacandón,1463,False,False
lachi,,405,lch,lbt,{},22.6666666667,104.833333333,Eurasia,,Lachi,366,False,False
ladakhi,,389,lad,lbj,{},34.0,78.0,Eurasia,,Ladakhi,2370,False,True
ladin,,184,ldn,lld,{},46.5833333333,11.9166666667,Eurasia,,Ladin,367,False,False
ladino,,184,lno,lad,{},40.0,33.0,Eurasia,,Ladino,708,False,False
lafofa,,280,laf,laf,{},10.25,31.25,Africa,,Lafofa,709,False,False
lagwan,,5,lag,kot,{},11.5,14.8333333333,Africa,,Lagwan,1607,False,False
laha,,405,lha,lha,{},21.5833333333,103.916666667,Eurasia,,Laha,145,False,False
lahu,,380,lah,lhu,{},20.0,98.1666666667,Eurasia,,Lahu,2358,False,False
lai,,386,lai,cnh,{},22.6666666667,93.6666666667,Eurasia,,Lai,2176,False,False
lak,,266,lak,lbe,{},42.1666666667,47.1666666667,Eurasia,,Lak,2331,False,True
lakhota,,391,lkt,lkt,{},43.8333333333,-101.833333333,North America,,Lakhota,2488,True,True
lakkia,,405,lkk,lbc,{},24.0833333333,110.166666667,Eurasia,,Lakkia,1250,False,False
lalo,,380,lal,ywt,{},25.0,100.25,Eurasia,,Lalo,1872,False,False
lamaholot,,75,lmh,slp,{},-8.25,122.916666667,Papunesia,,Lamaholot,1554,False,False
lamang,,5,lmg,hia,{},11.25,13.5833333333,Africa,,Lamang,1836,False,False
lamani,,182,lmn,lmn,{},17.0,77.0,Eurasia,,Lamani,1873,False,False
lamba,,274,lmb,lam,{},-13.0,28.0,Africa,,Lamba,1081,False,False
lame,,11,lam,lme,{},9.0,14.5,Africa,,Lamé,1251,False,False
lamen,,87,lmu,lmu,{},-16.5833333333,168.166666667,Papunesia,,Lamen,2637,False,False
lamnso,,274,lns,lns,{},6.16666666667,10.75,Africa,,Lamnso',146,False,False
lampung,,88,lmp,ljp,{},-5.0,105.0,Papunesia,,Lampung,2000,False,False
lamulamu,,794,lla,lby,{},-14.8333333333,144.5,Australia,,Lamu-Lamu,553,False,False
langi,,274,lgi,lag,{},-4.5,36.0,Africa,,Langi,1182,False,False
lango,,320,lan,laj,{},2.16666666667,33.0,Africa,,Lango,2512,True,True
langue des signes francaise,,330,lsf,fsl,{},47.0,3.0,Eurasia,,Langue des Signes Française,368,False,False
langue des signes quebecoise,,330,lsq,fcs,{},48.0,-75.0,North America,,Langue des Signes Québecoise,369,False,False
lao,,404,lao,lao,{},18.0,103.0,Eurasia,,Lao,2098,False,False
laragia,,59,lar,lrg,{},-12.6666666667,130.833333333,Australia,,Laragia,1691,False,False
lardil,,52,lrd,lbz,{},-16.5,139.333333333,Australia,,Lardil,370,False,False
larike,,75,lrk,alo,{},-3.75,127.916666667,Papunesia,,Larike,1183,False,False
latvian,,188,lat,lav,{},57.0,24.0,Eurasia,,Latvian,2478,False,True
lau,,87,lau,llu,{},-9.58333333333,161.5,Papunesia,,Lau,371,False,False
lauje,,526,lje,law,{},-0.5,120.0,Papunesia,,Lauje,554,False,False
lavukaleve,,396,lav,lvk,{},-9.08333333333,159.2,Papunesia,,Lavukaleve,2484,True,True
laz,,205,laz,lzz,{},41.5,41.5,Eurasia,,Laz,1252,False,False
lebeo,,274,leb,agh,{},1.75,25.0,Africa,,Lebeo,1126,False,False
lega,,274,leg,lea,{},-2.83333333333,27.1666666667,Africa,,Lega,1184,False,False
leggbo,,293,agb,agb,{},6.0,8.0,Africa,,Leggbó,2575,False,False
leko,,230,lec,lec,{},-15.0,-67.9166666667,South America,,Leko,2663,False,False
lele,,2,lel,lln,{},9.08333333333,15.5833333333,Africa,,Lele,2222,False,False
lelemi,,275,llm,lef,{},7.33333333333,0.5,Africa,,Lelemi,2001,False,False
lenakel,,87,len,tnl,{},-19.45,169.25,Papunesia,,Lenakel,2251,False,False
lendu,,299,ldu,led,{},2.0,30.5,Africa,,Lendu,1725,False,False
lengua,,248,lng,enx,{},-22.5,-59.0,South America,,Lengua,932,False,False
lengua de senas argentina,,330,lsa,aed,{},-34.0,-63.0,South America,,Lengua de Señas Argentina,372,False,False
lengua de senas espanola,,330,lse,ssp,{},40.0,-3.0,Eurasia,,Lengua de Señas Española,373,False,False
lepcha,,379,lep,lep,{},27.1666666667,88.5,Eurasia,,Lepcha,2371,False,True
lese,,303,les,les,{},2.0,29.0,Africa,,Lese,374,False,False
lesser antillean french creole,,331,lcr,"acf, gcf",{},15.0,-61.1666666667,North America,,Lesser Antillean French Creole,375,False,False
leti,,75,let,lti,{},-8.2,127.666666667,Papunesia,,Leti,1726,False,False
lewo,,87,lew,lww,{},-16.75,168.333333333,Papunesia,,Lewo,1464,False,False
lezgian,,267,lez,lez,{},41.6666666667,47.8333333333,Eurasia,,Lezgian,2541,True,True
lhomi,,389,lho,lhm,{},27.6666666667,87.4166666667,Eurasia,,Lhomi,1185,False,False
lillooet,,362,lil,lil,{},50.75,-122.0,North America,,Lillooet,1837,False,False
limbu,,512,lim,lif,{},27.1666666667,87.75,Eurasia,,Limbu,2277,False,False
limilngan,,45,lml,lmc,{},-12.5,131.916666667,Australia,,Limilngan,1513,False,False
linda,,287,lnd,liy,{},6.5,20.75,Africa,,Linda,2099,False,False
lingala,,274,lin,lin,{},2.0,18.5,Africa,,Lingala,2002,False,False
lingua de sinais brasileira,,330,lsb,bzs,{},-15.0,-48.0,South America,,Língua de Sinais Brasileira,376,False,False
lingua gestual portuguesa,,330,lgp,psr,{},40.0,-8.0,Eurasia,,Língua Gestual Portuguesa,147,False,False
lingua italiana dei segni,,330,lii,ise,{},42.0,13.0,Eurasia,,Lingua Italiana dei Segni,377,False,False
linngithig,,794,lnj,lnj,{},-12.5,142.83,Australia,,Linngithig,2565,False,False
lisu,,380,lis,lis,{},26.0,98.0,Eurasia,,Lisu,1692,False,False
lithuanian,,188,lit,lit,{},55.0,24.0,Eurasia,,Lithuanian,2353,False,False
liv,,465,liv,liv,{},56.8333333333,24.0,Eurasia,,Liv,563,False,False
lobi,,809,lob,lob,{},10.5,-3.25,Africa,,Lobi,378,False,False
logoti,,304,lgt,log,{},3.5,30.0,Africa,,Logoti,379,False,False
loko,,292,lok,lok,{},9.33333333333,-12.0833333333,Africa,,Loko,380,False,False
loma,,292,lma,lom,{},8.0,-9.5,Africa,,Loma,148,False,False
londo,,274,ldo,bdu,{},5.0,9.16666666667,Africa,,Londo,1403,False,False
longgu,,87,lgu,lgu,{},-9.75,160.666666667,Papunesia,,Longgu,1806,False,False
loniu,,87,lon,los,{},-2.06666666667,147.333333333,Papunesia,,Loniu,2115,False,False
lonwolwol,,87,lnw,crc,{},-16.2166666667,168.0,Papunesia,,Lonwolwol,814,False,False
lotha,,386,lot,njh,{},26.5,94.25,Eurasia,,Lotha,1650,False,False
lou,,87,lou,loj,{},-2.38333333333,147.316666667,Papunesia,,Lou,1465,False,False
loven,,63,lov,lbo,{},15.0,106.333333333,Eurasia,,Loven,815,False,False
low german,,181,lge,nds,{},53.0,10.0,Eurasia,,Low German,149,False,False
lozi,,274,loz,loz,{},-17.8333333333,26.0,Africa,,Lozi,933,False,False
lu,,404,lu,khb,{},22.0,100.666666667,Eurasia,,Lü,1313,False,False
lua,,813,lua,nie,{},9.75,17.75,Africa,,Lua,1253,False,False
luangiua,,87,lga,ojv,{},-5.33333333333,159.416666667,Papunesia,,Luangiua,150,False,False
lucazi,,274,luc,lch,{},-14.0,20.0,Africa,,Lucazi,1127,False,False
luganda,,274,lda,lug,{},0.5,32.1666666667,Africa,,Luganda,2026,False,False
lugbara,,304,lug,lgg,{},3.08333333333,30.9166666667,Africa,,Lugbara,2314,False,False
lughat alisharat allubnaniya,,330,lgh,,{},34.0,35.8333333333,,,Lughat al-Isharat al-Lubnaniya,381,False,False
luiseno,,800,lui,lui,{},33.3333333333,-117.166666667,North America,,Luiseño,2228,False,False
lule,,236,lul,,{},-28.0,-64.0,South America,,Lule,710,False,False
lummi,,360,lum,str,{},48.7,-122.666666667,North America,,Lummi,151,False,False
lunda,,274,lbu,lun,{},-10.6666666667,24.0,Africa,,Lunda,1874,False,False
lun dayeh,,518,lud,lnd,{},4.0,115.916666667,Papunesia,,Lun Dayeh,152,False,False
lungchang,,388,lun,nst,{},27.5,96.4166666667,Eurasia,,Lungchang,1186,False,False
luo,,320,luo,luo,{},-0.5,34.75,Africa,,Luo,2301,False,False
luri,,183,lur,lrc,{},33.5,48.5,Eurasia,,Luri,153,False,False
lushootseed,,360,lus,lut,{},48.0,-122.0,North America,,Lushootseed,1404,False,False
lusi,,87,kkv,khl,{},-5.58333333333,149.666666667,Papunesia,,Lusi,2163,False,False
luvale,,274,luv,lue,{},-12.0,22.0,Africa,,Luvale,2460,True,True
luwo,,320,jlu,lwo,{},8.0,28.0,Africa,,Luwo,802,False,False
luxemburgeois,,181,lux,ltz,{},49.8333333333,6.16666666667,Eurasia,,Luxemburgeois,154,False,False
luyia,,274,luy,luy,{},0.416666666667,34.5,Africa,,Luyia,555,False,False
lyele,,809,lye,lee,{},12.5,-2.66666666667,Africa,,Lyele,382,False,False
ma,,287,ma,msj,{},3.5,28.0,Africa,,Ma,1187,False,False
maale,,13,mle,mdy,{},6.0,36.9166666667,Africa,,Maale,1405,False,False
maanyan,,73,myn,mhy,{},-2.0,115.0,Papunesia,,Ma'anyan,1514,False,False
maasai,,320,maa,mas,{},-3.0,36.0,Africa,,Maasai,2315,False,False
maba,,313,mab,mde,{},13.75,20.8333333333,Africa,,Maba,2340,False,True
maca,,249,mca,mca,{},-25.0,-57.5,South America,,Maca,155,False,False
macaguan,,164,mcg,mbn,{},6.5,-71.3333333333,South America,,Macaguán,383,False,False
macedonian,,185,mcd,mkd,{},41.6666666667,21.75,Eurasia,,Macedonian,1838,False,False
machiguenga,,536,mch,mcb,{},-12.0,-72.6666666667,South America,,Machiguenga,1188,False,False
macuna,,452,mcn,myy,{},-0.333333333333,-70.1666666667,South America,,Macuna,384,False,False
macushi,,119,mac,mbc,{},4.0,-60.0,South America,,Macushi,2337,False,False
mada (in cameroon),,5,mda,mxu,{},10.8333333333,14.1666666667,Africa,,Mada (in Cameroon),1082,False,False
mada (in nigeria),,283,mdz,mda,{},8.75,8.25,Africa,,Mada (in Nigeria),156,False,False
madi,,304,mad,mhi,{},3.25,31.5,Africa,,Ma'di,2045,False,False
madimadi,,791,mdm,,{},-34.5,143.5,,,Madimadi,1651,False,False
madurese,,519,mdr,mad,{},-7.0,113.5,Papunesia,,Madurese,1039,False,False
mae,,87,mae,mme,{},-16.0,167.25,Papunesia,,Mae,1727,False,False
magahi,,182,mgh,mag,{},23.5,85.5,Eurasia,,Magahi,934,False,False
magar,,512,mag,mgp,{},28.0,83.0,Eurasia,,Magar,1314,False,False
magar (syangja),,512,msy,mrd,{},28.0833333333,83.8333333333,Eurasia,,Magar (Syangja),157,False,False
magi,,450,mgi,mgu,{},-10.3333333333,149.333333333,Papunesia,,Magi,1083,False,False
magindanao,,513,mgn,mdh,{},6.83333333333,124.5,Papunesia,,Magindanao,158,False,False
mahican,,17,mhc,xpq,{},42.6666666667,-73.5,North America,,Mahican,385,False,False
mah meri,,62,mhm,mhe,{},2.83333333333,101.5,Eurasia,,Mah Meri,159,False,False
maidu (northeast),,345,mne,nmu,{},40.0,-120.666666667,North America,,Maidu (Northeast),2332,False,False
maipure,,785,mpr,,{},5.5,-67.5,South America,,Maipure,1652,False,False
mairasi,,448,mrs,zrs,{},-3.5,134.0,Papunesia,,Mairasi,1084,False,False
maisin,,87,msn,mbq,{},-9.5,149.166666667,Papunesia,,Maisin,1900,False,False
maithili,,182,mai,mai,{},26.0,86.0,Eurasia,,Maithili,2100,False,False
majang,,322,maj,mpe,{},6.75,35.0,Africa,,Majang,1762,False,False
makaa,,274,mkz,mcp,{},3.41666666667,12.25,Africa,,Makaa,935,False,False
makah,,481,mak,myh,{},48.3333333333,-124.666666667,North America,,Makah,2379,True,True
makasae,,416,mkj,mkz,{},-8.66666666667,126.5,Papunesia,,Makasae,2643,False,False
makassar,,525,mks,mak,{},-5.41666666667,119.583333333,Papunesia,,Makassar,988,False,False
maklew,,112,mkl,mgf,{},-7.66666666667,139.416666667,Papunesia,,Maklew,1085,False,False
makonde,,274,mkd,kde,{},-11.0,40.0,Africa,,Makonde,1040,False,False
maku,,245,mkw,,{},0.416666666667,-69.8333333333,South America,,Máku,386,False,False
makua,,274,mua,"mgh, xsq",{},-15.0,38.6666666667,Africa,,Makua,1255,False,False
malacca creole,,331,mlc,mcm,{},2.2,102.25,Eurasia,,Malacca Creole,816,False,False
malagasy,,73,mal,plt,{},-20.0,47.0,Africa,,Malagasy,2529,True,True
malakmalak,,51,mlk,mpb,{},-13.4166666667,130.416666667,Australia,,Malakmalak,2267,False,False
malay,,519,mly,zsm,{},3.0,102.0,Eurasia,,Malay,711,False,False
malayalam,,149,mym,mal,{},10.0,76.5,Eurasia,,Malayalam,2285,False,False
malay (kuala lumpur),,519,myk,zlm,{},3.16666666667,101.7,Eurasia,,Malay (Kuala Lumpur),160,False,False
malay (ulu muar),,519,mmu,zmi,{},2.66666666667,102.5,Eurasia,,Malay (Ulu Muar),161,False,False
maleu,,87,mlu,mgl,{},-5.71666666667,148.416666667,Papunesia,,Maleu,1693,False,False
malgwa,,5,mlg,mfi,{},11.5,13.75,Africa,,Malgwa,1763,False,False
mali,,104,mli,gcc,{},-4.83333333333,152.25,Papunesia,,Mali,162,False,False
maltese,,10,mlt,mlt,{},35.9166666667,14.4166666667,Eurasia,,Maltese,2138,False,False
malto,,150,mto,kmj,{},25.0,87.3333333333,Eurasia,,Malto,1086,False,False
mam,,250,mam,mam,{},15.0,-91.8333333333,North America,,Mam,2252,False,False
mamanwa,,513,mmn,mmn,{},9.41666666667,125.5,Papunesia,,Mamanwa,1694,False,False
mamasa,,525,mms,mqj,{},-3.08333333333,119.666666667,Papunesia,,Mamasa,556,False,False
mambai,,817,mmi,mcs,{},9.66666666667,14.0,Africa,,Mambai,2586,False,False
mambila,,274,mla,"mcu, mzk",{},6.75,11.5,Africa,,Mambila,1608,False,False
mambwe,,274,mmw,mgr,{},-9.08333333333,31.1666666667,Africa,,Mambwe,884,False,False
mampruli,,808,mmp,maw,{},10.3333333333,-0.666666666667,Africa,,Mampruli,712,False,False
mamvu,,303,mmv,mdi,{},3.25,29.0,Africa,,Mamvu,1515,False,False
manadonese,,519,mds,xmm,{},1.5,124.833333333,Papunesia,,Manadonese,1466,False,False
manam,,87,mnm,mva,{},-4.0,145.0,Papunesia,,Manam,2046,False,False
manambu,,826,mbu,mle,{},-4.25,142.833333333,Papunesia,,Manambu,163,False,False
manange,,389,nmm,nmm,{},28.5833333333,84.0,Eurasia,,Manange,2609,False,False
manchu,,21,mnc,mnc,{},49.5,127.5,Eurasia,,Manchu,2127,False,False
mandaic (modern),,10,mma,mid,{},31.0,48.5,Eurasia,,Mandaic (Modern),164,False,False
mandan,,391,mdn,mhq,{},46.5,-102.5,North America,,Mandan,1901,False,False
mandar,,525,mnr,mdr,{},-3.41666666667,119.083333333,Papunesia,,Mandar,165,False,False
mandarin,,375,mnd,cmn,{},34.0,110.0,Eurasia,,Mandarin,2543,True,True
mandinka,,292,mdk,mnk,{},13.0,-15.6666666667,Africa,,Mandinka,1129,False,False
mandinka (gambian),,292,mkg,mnk,{},13.4166666667,-16.0,Africa,,Mandinka (Gambian),1362,False,False
manem,,110,mem,jet,{},-3.0,140.833333333,Papunesia,,Manem,713,False,False
mangapmbula,,87,mmb,mna,{},-5.66666666667,148.083333333,Papunesia,,Mangap-Mbula,1609,False,False
mangarrayi,,55,myi,mpc,{},-14.6666666667,133.5,Australia,,Mangarrayi,2498,True,True
mangbetu,,315,mbt,mdj,{},2.5,26.5,Africa,,Mangbetu,1653,False,False
manggarai,,75,mng,mqy,{},-8.5,120.333333333,Papunesia,,Manggarai,1935,False,False
mangghuer,,20,mgg,mjg,{},36.0,102.0,Eurasia,,Mangghuer,2206,False,False
mango,,305,mgq,mge,{},8.75,17.0,Africa,,Mango,2600,False,False
maninka,,292,mnk,emk,{},10.5,-9.5,Africa,,Maninka,166,False,False
maninka (western),,292,maw,mlq,{},13.0,-11.0,Africa,,Maninka (Western),1902,False,False
manjaku,,818,mjk,mfv,{},12.0,-16.25,Africa,,Manjaku,387,False,False
mankanya,,818,mkn,knf,{},12.0833333333,-15.9166666667,Africa,,Mankanya,167,False,False
mankon,,274,mkq,nge,{},6.0,10.1666666667,Africa,,Mankon,2592,False,False
mano,,273,man,mev,{},7.0,-9.0,Africa,,Mano,1764,False,False
manobo (western bukidnon),,513,mwb,mbb,{},7.66666666667,124.75,Papunesia,,Manobo (Western Bukidnon),1765,False,False
mansi,,464,mns,mns,{},62.0,62.0,Eurasia,,Mansi,2268,False,False
mantjiltjara,,793,mnj,mpj,{},-22.6666666667,125.083333333,Australia,,Mantjiltjara,714,False,False
manx,,187,mnx,glv,{},54.1666666667,-4.5,Eurasia,,Manx,817,False,False
maori,,87,mao,mri,{},-40.0,176.0,Papunesia,,Maori,2532,False,True
mapoyo,,119,mpy,mcg,{},6.0,-67.0,South America,,Mapoyo,388,False,False
mapudungun,,25,map,arn,{},-38.0,-72.0,South America,,Mapudungun,2502,True,True
mara,,789,mra,mec,{},-15.0,135.166666667,Australia,,Mara,1936,False,False
maranao,,513,mrn,mrw,{},7.83333333333,124.25,Papunesia,,Maranao,1189,False,False
maranungku,,798,mku,zmr,{},-13.6666666667,130.0,Australia,,Maranungku,2383,False,True
marathi,,182,mhi,mar,{},19.0,76.0,Eurasia,,Marathi,2323,False,False
marchha,,389,mrc,rnp,{},30.25,79.5833333333,Eurasia,,Marchha,936,False,False
margany,,794,mny,zmc,{},-27.0,144.5,Australia,,Margany,1839,False,False
margi,,5,mrg,mrt,{},11.0,13.0,Africa,,Margi,2335,False,False
maricopa,,170,mar,mrc,{},33.1666666667,-113.166666667,North America,,Maricopa,2479,True,True
mari (hill),,466,mah,mrj,{},57.0,58.0,Eurasia,,Mari (Hill),937,False,False
mari (meadow),,466,mme,mhr,{},57.0,48.0,Eurasia,,Mari (Meadow),2155,False,False
marind,,829,mrd,mrz,{},-7.83333333333,140.166666667,Papunesia,,Marind,2338,False,True
maring,,438,mav,mbw,{},-5.5,144.666666667,Papunesia,,Maring,715,False,False
maringarr,,799,mrr,zmt,{},-14.25,130.0,Australia,,Maringarr,1041,False,False
marquesan,,87,mrq,"mqm, mrq",{},-8.91666666667,-140.083333333,Papunesia,,Marquesan,557,False,False
marrithiyel,,799,mrh,mfr,{},-13.8333333333,130.0,Australia,,Marrithiyel,1467,False,False
marshallese,,87,msh,mah,{},7.11666666667,171.05,Papunesia,,Marshallese,1130,False,False
martinique creole,,331,mqc,gcf,{},14.6666666667,-61.0,North America,,Martinique Creole,168,False,False
martuthunira,,793,mrt,vma,{},-20.8333333333,116.5,Australia,,Martuthunira,2489,True,True
martu wangka,,793,mwa,mpj,{},-21.5,126.0,Australia,,Martu Wangka,716,False,False
maru,,380,mru,mhx,{},23.5,98.5,Eurasia,,Maru,1695,False,False
masa,,11,mas,mcn,{},10.5,15.5,Africa,,Masa,1610,False,False
masakin,,281,msk,jle,{},10.6666666667,30.0,Africa,,Masakin,1406,False,False
masalit,,313,msl,mls,{},13.3333333333,22.0,Africa,,Masalit,2101,False,False
massachusett,,17,mtt,wam,{},42.5,-71.0,North America,,Massachusett,1407,False,False
matis,,342,mts,mpq,{},-4.41666666667,-70.25,South America,,Matis,1555,False,False
matngele,,54,mdl,zml,{},-13.8333333333,130.416666667,Australia,,Matngele,1128,False,False
matses,,342,myr,mcf,{},-5.41666666667,-73.25,South America,,Matsés,1468,False,False
mattole,,262,mtl,mvb,{},40.1666666667,-124.166666667,North America,,Mattole,389,False,False
matukar,,87,mtk,mjk,{},-4.91666666667,145.75,Papunesia,,Matukar,169,False,False
matuumbi,,274,mtb,mgw,{},-8.5,39.0,Africa,,Matuumbi,1315,False,False
mauka,,292,mka,mxx,{},8.33333333333,-7.5,Africa,,Mauka,1937,False,False
maung,,38,mau,mph,{},-11.9166666667,133.5,Australia,,Maung,2465,True,True
mauritian creole,,331,mcr,mfe,{},-20.3333333333,57.5,Africa,,Mauritian Creole,989,False,False
mawchi,,182,mwc,mke,{},21.3333333333,73.6666666667,Eurasia,,Mawchi,717,False,False
maxakali,,239,max,mbl,{},-18.0,-40.0,South America,,Maxakalí,1363,False,False
maya,,79,mya,slz,{},-1.25,130.916666667,Papunesia,,Ma'ya,1254,False,False
mayangna,,251,sum,yan,{},13.0,-84.5,North America,,Mayangna,604,False,False
maybrat,,493,may,ayz,{},-1.33333333333,132.5,Papunesia,,Maybrat,2505,True,True
mayiyapi,,794,myy,,{},-20.0,141.0,Australia,,Mayi-Yapi,718,False,False
mayo,,475,myo,mfy,{},26.0,-108.0,North America,,Mayo,558,False,False
mayogo,,287,myg,mdm,{},3.0,29.0,Africa,,Mayogo,2587,False,False
mazahua,,336,maz,"maz, mmc",{},19.4166666667,-99.9166666667,North America,,Mazahua,1516,False,False
mazanderani,,183,mzn,mzn,{},36.5,52.0,Eurasia,,Mazanderani,885,False,False
mazatec (chiquihuitlan),,339,mzc,maq,{},17.75,-96.9166666667,North America,,Mazatec (Chiquihuitlán),1903,False,False
mazatec (huautla),,339,mzh,mau,{},18.25,-96.8333333333,North America,,Mazatec (Huautla),1408,False,False
mba,,287,mba,mfc,{},1.0,25.0,Africa,,Mba,1904,False,False
